,F/H,sector,society,price,price_per_sqft,total_area(sqft),bedRoom,bathroom,balcony,additionalRoom,address,floorNum,agePossession,nearbyLocations,furnishDetails,features
22,1,95,rof ananda,0.55,5500,1000,3,2,2,1.0,"B Tower 14 Floor, Sector 95 Gurgaon, Gurgaon, Haryana",14.0,0 to 1 Year Old,"['Metro', 'Dwarka Expressway', 'Rajeev Chowk', 'NH8', 'KMP Expressway', 'IMT Manesar', 'ISBT', 'Hero Honda Chowk', 'IGI Airport', 'Railway Station', 'Proposed Diplomatic enclave', 'Flava', 'Spicy Salsa', ""Nihar's Cafe"", 'Cheeni singh restaurant']","['1 Water Purifier', '3 Fan', '1 Fridge', '1 Exhaust Fan', '1 Geyser', '4 Light', '1 AC', '1 Modular Kitchen', '1 Curtains', '2 Wardrobe', '1 Sofa', 'No Bed', 'No Chimney', 'No Dining Table', 'No Microwave', 'No Stove', 'No TV', 'No Washing Machine']","['Intercom Facility', 'Lift(s)', 'Park', 'Fitness Centre / GYM', 'Rain Water Harvesting']"
23,1,79,mapsko mount ville,1.3,8024,1620,3,3,3,0.0,"Sector 79 Gurgaon, Gurgaon, Haryana",1.0,1 to 5 Year Old,"['Huda Metro Station (Gurugram)', 'Sapphire 83 Mall', 'Naurangpur Road', 'Delhi - Ajmer Expy', 'Bal Bharati Public School–IMT Manesar', 'Amity University Gurugram', 'Miracles Apollo Cradle / Spectra', 'Indira Gandhi Intl Airport', 'Garhi Harsaru Junction']","['5 Fan', '1 Exhaust Fan', '1 Dining Table', '3 Geyser', '1 Stove', '14 Light', '1 Curtains', '4 AC', '1 Modular Kitchen', '1 Chimney', '3 Wardrobe', 'No Bed', 'No Microwave', 'No Fridge', 'No Sofa', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Water purifier', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'Piped-gas', 'Internet/wi-fi connectivity', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']"
24,1,90,dlf new town heights ,1.54,6514,2364,4,4,3,2.0,"Sector 90 Gurgaon, Gurgaon, Haryana",12.0,5 to 10 Year Old,"['Manish Gallexie 91', 'NH-8 IMT Manesar', 'RHM Public School', 'Silver Streak Multi Speciality Hospital', 'Airport', 'Holiday Inn Gurugram']","['3 Wardrobe', '5 Fan', '1 Exhaust Fan', '7 Light', '1 Curtains', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Dining Table', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Internet/wi-fi connectivity', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']"
25,0,12,,2.0,14954,1337,3,1,0,0,"Manesar, Gurgaon, Haryana",3.0,5 to 10 Year Old,"['Dr. Sahil Clinic', 'Pooja Clinic', 'Yadav Dental & Eye Care', 'Prakash Hospital', 'Shri Rade Clinic', 'Dental Hospital', 'Petrol pump Maitri motors', 'Petrol Pump', ""McDonald's"", ""McDonald's"", 'Rao Dhaba']",[],"['Private Garden / Terrace', 'Water Storage']"
26,0,12,,6.0,315789,190,9,6,2,0,"Near Sadar Bazar Gurgaon, Jacobpura, Gurgaon, Haryana",2.0,10+ Year Old,"['Hanuman Mandir', 'Rajiv Memorial Eye Infirmary Jacobpura', 'Sharma Hospital Gurgaon', 'Gupta Hospital Gurgaon', 'Dr. Ajay S. Gupta Clinic', 'Verma E.N.T. Hospital', 'Nova Care Clinic', 'Ahooja Eye and Dental Institute Hospital', 'Dr. Sandeep Chauhan', 'Dental Health Centre', 'Lall Eye Care Centre', 'Om Charitable Dental & Implant Centre', 'Lall Nursing and Maternity Home', 'Dentecare - Multispeciality Dental Clinic', 'Kharbanda Maternity and Nursing Home', 'Lalit Dental Care', 'Triveni Hospital Gurgaon', 'M Goel Hospital', 'My Care Clinic', 'Aarvy Hospital', 'M.S Hospital', 'Kidney Clinic', 'Bindal Clinic', 'Centre For Sight Gurgaon New Railway Road', 'Dr. Sarvejeet Singh', 'Jackson Hospital', 'Rama Hospital & Nursing Home', 'Pasricha Hospital and Maternity Home', 'Swastik Maternity and Medical Centre', 'Ravi Clinic and Health Care Centre', 'Bhatnagar Maternity and Nursing Home', 'Thakral Nursing and Maternity Home', 'Shubham Hospital Gurgaon', 'Chiranjiv Hospital', 'Nangia Hospital Ent and Maternity', 'Sethi Hospital Gurgaon', 'Tirath Ram Hospitals Pvt Ltd', 'Satyam Hospital Gurgaon', 'Sparsh Hospital Gurgaon', 'Mamta Hospital Gurgaon', 'Lotus Hospital Gurgaon', 'IBP Petrol Station', 'Indian Oil', 'Punjab national bank', 'State bank of india sbi', 'State bank of india', 'Rang Parivartan', 'govt sec school', 'Dronacharya Government College', 'District library gurgaon']","['1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",
27,0,55,,5.0,44444,1125,9,9,3,Others,"Sector 55 Gurgaon, Gurgaon, Haryana",5.0,0 to 1 Year Old,"['Sector metro station', 'Sector metro station', 'Sector 54 chowk metro station', 'Sanatan Dharm Mandir', 'Radhakrishna Shani Mandir', 'Icici bank ATM', 'State bank ATM', 'Icici bank ATM', 'Citi bank ATM', 'Indusind bank ATM', 'Arunodaya Deseret Eye Hospital', 'pracksht hospital', 'Surgicare Hospital Gurgaon', 'Kriti Hospital', 'Anand Hospital Gurgaon', 'HUDA Office Complex', 'Medisca', 'Apollo Pharmacy', 'Intellion Park', 'International Tech Park', 'HCG CNG Station', 'Heera Fuel Station', 'State bank of india', 'Indusind bank', 'Kotak mahindra bank', 'Hdfc bank', 'Icici bank', 'Axis bank', 'Hdfc bank & atm', 'Hdfc bank and atm', '222', 'Bikanerwala', 'Wat-a-Burger', 'Burger Singh', 'Naivedyam Restaurant', 'Pizza Hut', 'Clock tower', 'Sushant College of Arts & Architecture', 'Ansal Institute of Technology', 'Suncity School', 'Iilm University', 'IILM']","['14 Fan', '9 Geyser', '17 Light', '10 AC', '9 Chimney', '10 TV', '10 Wardrobe', 'No Bed', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No Washing Machine', 'No Water Purifier']","['Private Garden / Terrace', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking', 'Waste Disposal', 'Rain Water Harvesting']"
28,0,11,,3.5,15555,2250,10,1,0,0,"Shivaji Nagar, Sector 11, Gurgaon, Sector 11 Gurgaon, Gurgaon, Haryana",1.0,0 to 1 Year Old,"['Rajiv Chowk Mosque', 'Hanuman Mandir', 'State bank of india ATM', 'Hdfc bank ATM', 'Thakral Nursing and Maternity Home', 'Vinayak Hospital Gurgaon', 'Nangia Hospital Ent and Maternity', 'Smile Plus Dental Clinic', 'Parashar Hospital', 'Rama Hospital & Nursing Home', 'Kathuria Hospital', 'Pasricha Hospital and Maternity Home', 'Rajendra Hospital', 'Shubham Hospital Gurgaon', 'Sethi Hospital Gurgaon', 'Tirath Ram Hospitals Pvt Ltd', 'Aarvy Hospital', 'Pushpanjali Hospital', 'Pushpanjali Hospital Gurgaon', 'Rachna Dental Clinic', 'Lal Superspeciality Hospital', 'Shri Gobind Hospital', 'Sharma Hospital Gurgaon', 'Mangalam Hospital and Heart Centre Gurgaon', 'Dr. Ajay S. Gupta Clinic', 'Rajiv Memorial Eye Infirmary Jacobpura', 'Bansal Medicare and Maternity Centre', 'Shiv Mahima Patient Care Bureau', 'Satyam Hospital Gurgaon', 'Navjeevan Hospital and Maternity Centre', 'Parmar Dental Clinic & Lab', 'Swastik Maternity and Medical Centre', 'Triveni Hospital Gurgaon', 'My Care Clinic', 'Dev Man Kathuria Clinic', 'M.S Hospital', 'Dayal Eye & Maternity Centre', 'Bhanu Dental Care', 'Ankur Clinic and Maternity Home', 'Gupta Hospital Gurgaon', 'Dr. Sandeep Chauhan', 'Bindal Clinic', 'Ahooja Eye and Dental Institute Hospital', 'Dr. Madan Clinic', 'Road and Traffic Authority', 'Gurgaon Election Commission', 'IBP Petrol Station', 'Indian Oil', 'govt sec school', 'District library gurgaon']","['1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",
29,1,102,shapoorji pallonji joyville gurugram,1.4,11666,1200,2,2,3,0.0,"101, Sector 102 Gurgaon, Gurgaon, Haryana",,1 to 5 Year Old,"['Khan Market', 'The Esplanade Mall', 'Dwarka Expressway', 'Garhi Road', 'Delhi Public School', 'SGT University', 'Aryan Hospital', 'Indira Gandhi Int. Airport', 'Basai Dhankot', 'The Executive Centre', 'Inde Hotels & Resorts', 'Appu Ghar', 'DLF Golf and Country Club']","['4 AC', '1 Modular Kitchen', '1 Chimney', 'No Bed', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Piped-gas', 'Swimming Pool', 'Park', 'Security Personnel', 'Internet/wi-fi connectivity', 'Shopping Centre', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']"
30,1,77,emaar mgf palm hills,1.25,8620,1450,3,4,3,1.0,"Ph3 40 102, Sector 77 Gurgaon, Gurgaon, Haryana",1.0,1 to 5 Year Old,"['Sapphire 83 Mall', 'Dwarka Expressway', 'Sohna Road', 'Narayana e Techno School', 'DPG Institute of Technology', 'Medeor Hospital, Manesar', 'Indira Gandhi International Airport', 'IMT Manesar', 'Hyatt Regency Gurgaon', 'De Adventure Park']","['1 Water Purifier', '6 Fan', '1 Exhaust Fan', '1 Geyser', '12 Light', '1 Modular Kitchen', '1 Chimney', '2 Wardrobe', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Low Density Society', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']"
31,1,37C,apex our homes,0.33,3567,925,2,2,1,0.0,"358, Sector 37C Gurgaon, Gurgaon, Haryana",3.0,1 to 5 Year Old,"['Elvedor Mall', 'MDS Public School', 'K.D. Hospital', 'Heritage badminton academy']","['2 Wardrobe', '4 Fan', '1 Exhaust Fan', '2 Geyser', '10 Light', '1 Modular Kitchen', '1 Chimney', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']"
32,1,50,the close north,2.35,11227,2093,3,3,3,1.0,"801, Nirvana Country, Gurgaon, Haryana",8.0,5 to 10 Year Old,"['Sector 55-56 Metro Station', 'Eros City Square', 'Golf Course Ext Road', 'Badshapur Sohna Highway', 'Lotus Valley International School', 'Sushant University', 'Park Hospital', 'Indira Gandhi Intl Airport', 'Basai Dhankot Railway Station']","['3 Wardrobe', '6 Fan', '1 Exhaust Fan', '4 Geyser', '1 Stove', '10 Light', '1 Curtains', '5 AC', '1 Chimney', '1 Modular Kitchen', 'No Bed', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']"
33,0,56,,3.25,21495,1512,5,6,3,"Pooja Room,Others","Sector 56 Gurgaon, Gurgaon, Haryana",4.0,1 to 5 Year Old,"['Sector metro station', 'Sector metro station', 'Sector 54 chowk metro station', 'Sanatan Dharm Mandir', 'Radhakrishna Shani Mandir', 'State bank ATM', 'Icici bank ATM', 'Icici bank ATM', 'Citi bank ATM', 'Indusind bank ATM', 'Surgicare Hospital Gurgaon', 'Kriti Hospital', 'Anand Hospital Gurgaon', 'pracksht hospital', 'Arunodaya Deseret Eye Hospital', 'HUDA Office Complex', 'Medisca', 'Apollo Pharmacy', 'Intellion Park', 'International Tech Park', 'Heera Fuel Station', 'HCG CNG Station', 'Hdfc bank and atm', 'State bank of india', 'Kotak mahindra bank', 'Indusind bank', 'Axis bank', 'Icici bank', 'Hdfc bank', 'Hdfc bank & atm', 'Hdfc bank', '222', 'Pizza Hut', 'Wat-a-Burger', 'Burger Singh', 'Bikanerwala', 'Naivedyam Restaurant', 'Clock tower', 'Starbucks', ""Carl's Jr."", 'Cafe Tonini', 'Sagar Ratna', 'IILM', 'Iilm University', 'Sushant College of Arts & Architecture', 'Ansal Institute of Technology', 'Suncity School']","['7 Wardrobe', '3 Fan', '1 Exhaust Fan', '8 Light', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Rain Water Harvesting']"
34,1,107,signature global solera 2,0.37,6680,554,2,2,2,0.0,"Sector 107 Gurgaon, Gurgaon, Haryana",9.0,0 to 1 Year Old,"['Dwarka Expressway', 'Delhi', 'IGI Airport']",[],"['Power Back-up', 'Intercom Facility', 'Lift(s)', 'Park', 'Fitness Centre / GYM', 'Club house / Community Center']"
35,1,89,smart world gems,1.0,9007,1110,2,2,3,2.0,"O-101c, Sector 89 Gurgaon, Gurgaon, Haryana",3.0,0 to 1 Year Old,"['Sant Soordas Sihi Metro Station', 'Airia Mall', 'Dwarka Expressway', 'Pataudi Road', 'NH-8', 'KMP Expressway', 'RPS International School', 'Genesis Hospital Sector 84', 'Gurgaon Railway Station', 'Vatika Business Park Sector 49', 'Holiday Inn Gurugram Sector 90', 'De Adventure Amusement Park', 'National Tennis Academy Sector 98', 'IMT Manesar']",[],"['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'No open drainage around', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Club house / Community Center']"
36,1,69,tulip violet,1.68,10071,1668,3,3,2,0.0,"003, Sector 69 Gurgaon, Gurgaon, Haryana",,1 to 5 Year Old,"['Airia Mall Sector 68', 'Southern Peripheral Road', 'Golf Course Extension Rd', 'Imperio School', 'DPG Institute of Technology', 'Ektaa Hospitals', 'Indira Gandhi International Airport', 'Vipul Trade Business Centre', 'Radisson Hotel Gurugram', 'SkyJumper Trampoline Park']","['1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Water purifier', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']"
37,1,70,shree vardhman victoria,1.15,8518,1350,2,2,3,2.0,"N66, Sector 70 Gurgaon, Gurgaon, Haryana",8.0,1 to 5 Year Old,"['Airia Mall', 'Golf Course Extn Road', 'Sohna Road', 'Southern Peripheral Rd, Gurugram', 'Kunskapsskolan International', 'Ektaa Hospitals  Main Sohna Rd', 'Sanjeevani Hospital - Child Specialist', 'Federal Bank Sector 71', 'Central Bank Of India Sohna Rd', 'Axis Bank, Sohna Rd', 'Spaze Palazo, Golf Course Ext Rd', 'VATIKA BUSINESS PARK Sohna Rd', 'The Medicity, Spaze iTech Park', 'Tulip Violet Society, Sector 69', 'IndianOil, Hasanpur']","['1 Fan', '1 Stove', '1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']"
38,1,67,m3m urbana,1.0,12106,826,1,1,1,0.0,"Sector 67 Gurgaon, Gurgaon, Haryana",17.0,1 to 5 Year Old,"['Sri Radhe Krishna Temple', 'Kamal Hospital and Maternity Centre', 'Gobind Hospital', 'Sona Devi Memorial Hospital and Trauma Centre', 'Sanjeevani Hospital Gurgaon', 'Sai Dharamraj Hospital', 'Sai Heart and Trauma Center', 'Ekta Hospital', 'Vatsalya Clinic', 'Wembley estate club', 'SPAZE BUSINESS PARK', 'Kore Tech Park', 'Icici bank', 'State bank of india', 'Union bank of india', 'Hdfc bank', 'Central bank of india', 'Indusind bank', 'Hdfc bank', 'Madison and Pike', 'India', 'Starbucks', 'Nook']",[],"['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']"
39,1,99A,pareena coban residences,1.08,6625,1630,3,5,3,2.0,"Sector 99A Gurgaon, Gurgaon, Haryana",2.0,1 to 5 Year Old,"['Gopal Super Market', 'Little Need Super Market', 'JMS Marine Square Mall', 'Adarsh Public School', 'Basant Lal Memorial College', 'Govt School', 'Rishikul College', 'HDFC Bank ATM', 'Shri Balaji Hospital', 'Shree Krishna Hospital', 'IGI Airport', 'YES Bank', 'Bank of Baroda', 'Garhi Harsaru Junction', 'Park INN']","['5 AC', '1 Modular Kitchen', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']"
40,1,99A,pareena coban residences,1.05,6774,1550,2,2,3,1.0,"Sector 99A Gurgaon, Gurgaon, Haryana",2.0,1 to 5 Year Old,"['Gopal Super Market', 'Little Need Super Market', 'JMS Marine Square Mall', 'Adarsh Public School', 'Basant Lal Memorial College', 'Govt School', 'Rishikul College', 'HDFC Bank ATM', 'Shri Balaji Hospital', 'Shree Krishna Hospital', 'IGI Airport', 'YES Bank', 'Bank of Baroda', 'Garhi Harsaru Junction', 'Park INN']","['3 AC', '1 Modular Kitchen', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']"
41,1,102,shapoorji pallonji joyville gurugram,0.95,10383,915,2,2,2,0.0,"Sector 102, Sector 102 Gurgaon, Gurgaon, Haryana",14.0,undefined,,"['1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",
