,Unnamed: 0,F/H,sector,society,price,price_per_sqft,total_area(sqft),bedRoom,bathroom,balcony,additionalRoom,address,floorNum,agePossession,furnishing_type,additional_room_count,luxury_score
175,175,1,84,antriksh heights,0.9,6206,1450,3,3,3,0.0,"Upper Floor, Sector 84 Gurgaon, Gurgaon, Haryana",12.0,New,0,0.0,166
176,176,0,3A,indepedent,0.8,11852,675,5,3,1,0,"Laxman Vihar, Gurgaon, Haryana",3.0,Relatively Old,0,0.0,0
177,177,1,107,m3m woodshire,0.8,5856,1366,2,2,3,0.0,"Sector 107 Gurgaon, Gurgaon, Haryana",7.0,New,2,0.0,165
178,178,0,109,international city by sobha phase 2,6.8,12593,5400,4,5,3,servant room,"128, Sector 109 Gurgaon, Gurgaon, Haryana",3.0,New,0,1.0,49
179,179,1,65,emaar mgf emerald floors premier,2.35,16206,1450,3,3,3,2.0,"201, Sector 65 Gurgaon, Gurgaon, Haryana",2.0,New,2,2.0,64
180,180,1,23,ashray apartment,0.64,7529,850,2,2,1,0.0,"4719 C, Carterpuri Village, Gurgaon, Haryana",3.0,Relatively Old,2,0.0,42
182,182,1,99A,laxmi pareena,0.3,6666,450,2,1,0,0.0,"Sector 99a, Gurgaon, Haryana, India, Sector 99A Gurgaon, Gurgaon, Haryana",12.0,New,0,0.0,0
183,183,0,43,B Block Sushant Lok Phase 1,15.5,28233,5490,5,6,3,"pooja room,study room,servant room,store room","B Block Sushant Lok Phase 1, Gurgaon, Haryana",3.0,Relatively Old,0,4.0,76
185,185,0,49,uppal southend,3.75,25562,1467,6,6,3,others,"Uppals Southend, Gurgaon, Haryana",3.0,Relatively Old,0,1.0,49
186,186,1,92,raheja sampada,0.65,4744,1370,3,2,3,0.0,"Sector 92 Gurgaon, Gurgaon, Haryana",6.0,New,0,0.0,49
187,187,1,86,dlf new town heights ,1.3,6735,1930,3,3,3,2.0,"Sector 86 Gurgaon, Gurgaon, Haryana",15.0,New,2,2.0,49
188,188,1,56,the lions cghs,2.0,8333,2400,4,4,3,1.0,"Sector 56 Gurgaon, Gurgaon, Haryana",8.0,New,2,1.0,49
189,189,1,81,bestech park view anot availableda,0.87,7951,1094,2,2,3,0.0,"Sector-81, Sector 81 Gurgaon, Gurgaon, Haryana",8.0,New,0,0.0,95
190,190,1,102,emaar gurgaon greens,1.42,8606,1650,3,3,3,1.0,"Multiple Options Available, Sector 102 Gurgaon, Gurgaon, Haryana",7.0,New,0,1.0,128
191,191,1,85,ss the leaf,1.09,6666,1635,2,2,3,1.0,"Bbbbb, Sector 85 Gurgaon, Gurgaon, Haryana",9.0,New,0,1.0,174
192,192,1,1,hsiidc sidco aravali,0.9,3477,2588,3,3,3,1.0,"Sector 1 Imt Manesar, Gurgaon, Haryana",8.0,Relatively Old,0,1.0,23
193,193,1,33,godrej nature plus,1.5,10200,1471,2,2,3,0.0,"Sector-33 Sohna, Gurgaon, Haryana",2.0,Under Construction,0,0.0,87
194,194,0,109,international city by sobha phase 1,6.75,10838,6228,4,4,3,"servant room,pooja room","Sector 109 Gurgaon, Gurgaon, Haryana",3.0,Relatively New,0,2.0,130
195,195,1,79,mapsko mount ville,1.2,8053,1490,3,3,3,0.0,"123, Sector 79 Gurgaon, Gurgaon, Haryana",24.0,New,2,0.0,8
196,196,0,53,indepedent,4.0,17778,2250,5,5,2,study room,"Near Paras Hospital, Sushant Lok Phase 1, E-Block, Backside Of Sai Temple, Sector 53 Gurgaon, Gurgaon, Haryana",3.0,New,0,1.0,23
197,197,1,28,dlf regency park ,2.26,13696,1650,3,3,2,1.0,"194, DLF Phase 4, Gurgaon, Haryana",19.0,Old,0,1.0,158
198,198,0,35,indepedent,0.49,4260,1150,2,2,1,0,"Sohna Road, Gurgaon, Haryana",3.0,Relatively New,0,0.0,0
199,199,0,28,indepedent,12.0,42194,2844,4,5,3,"pooja room,servant room,store room","DLF Phase 4, Gurgaon, Haryana",3.0,New,2,3.0,60
200,200,0,6,anshul,0.85,7727,1100,2,2,0,0,"Sector 6, Gurgaon, Haryana, India, Sector 6 Gurgaon, Gurgaon, Haryana",3.0,Old,0,0.0,0
201,201,1,70,shree vardhman victoria,1.62,8307,1950,3,5,3,1.0,"123, Sector 70 Gurgaon, Gurgaon, Haryana",9.0,New,0,1.0,43
202,202,0,49,indepedent,2.95,16388,1800,3,3,3,store room,"3 Bhk With 3 Bath Independent Villa For Sale At Rosewood City Gurgaon Haryana, Rosewood, Gurgaon, Haryana",3.0,Relatively Old,2,1.0,81
203,203,1,58,ireo the grand arch,3.83,21577,1775,3,4,2,2.0,"10-03, sector 58 Gurgaon, Gurgaon, Haryana",10.0,New,2,2.0,174
204,204,1,68,m3m ikonic,1.8,9230,1950,3,3,3,0.0,"T-5, Sector 68 Gurgaon, Gurgaon, Haryana",18.0,New,2,0.0,126
205,205,0,9,indepedent,3.2,13519,2367,3,3,2,0,"Sector 9 Gurgaon, Gurgaon, Haryana",3.0,Old,2,0.0,36
206,206,1,91,tarc maceo,0.95,5954,1596,2,2,2,0.0,"Sector 91 Gurgaon, Gurgaon, Haryana",10.0,New,0,0.0,77
207,207,0,43,indepedent,5.3,27390,1935,9,9,3,servant room,"C Block, C Block Sushant Lok Phase 1, Gurgaon, Haryana",3.0,Relatively Old,2,1.0,71
208,208,0,3,indepedent,5.7,22634,2518,9,9,3,pooja room,"Palam Vihar, Gurgaon, Haryana",3.0,Relatively Old,2,1.0,0
209,209,1,35,ashiana anmol,0.88,11125,791,2,2,2,0.0,"Sohna, Gurgaon, Haryana",13.0,New,1,0.0,127
210,210,1,35,breez global hill view,0.35,5600,625,2,2,2,0.0,"Sohna, Gurgaon, Haryana",14.0,New,0,0.0,98
211,211,1,85,ss,1.2,7151,1678,2,2,3,0.0,"Sector 85 Gurgaon, Gurgaon, Haryana",15.0,New,0,0.0,49
212,212,0,8,indepedent,1.4,8235,1700,2,2,1,0,"Pratap Nagar, Gurgaon, Haryana",3.0,New,0,0.0,0
213,213,1,67,ansal api esencia,1.0,6435,1554,3,3,3,0.0,"Sector 67 Gurgaon, Gurgaon, Haryana",2.0,Relatively Old,0,0.0,9
214,214,1,104,ats triumph,1.83,7991,2290,3,4,3,1.0,"4102, Sector 104 Gurgaon, Gurgaon, Haryana",10.0,New,0,1.0,165
215,215,1,49,orchid petals,4.16,11700,3556,5,4,3,2.0,"Sector 49 Gurgaon, Gurgaon, Haryana",14.0,New,0,2.0,40
216,216,1,71,chd avenue ,0.98,6049,1620,3,3,3,1.0,"Sector 71 Gurgaon, Gurgaon, Haryana",7.0,Relatively Old,0,1.0,65
217,217,1,103,signature global grand iva,0.3,8290,362,1,2,2,0.0,"Sector 103 Gurgaon, Gurgaon, Haryana",5.0,Relatively New,0,0.0,37
218,218,1,77,emaar palm heights,2.1,10370,2025,3,3,3,2.0,"Sector 77 Gurgaon, Gurgaon, Haryana",17.0,Relatively New,0,2.0,8
219,219,0,38,indepedent,3.5,24306,1440,3,3,2,0,"Sector 38, Sector 38 Gurgaon, Gurgaon, Haryana",3.0,New,0,0.0,0
220,220,1,92,gls avenue 51,0.5,7812,640,3,3,1,0.0,"Sector 92 Gurgaon, Gurgaon, Haryana",12.0,Relatively New,1,0.0,95
221,221,1,36A,avl 36 gurgaon,0.65,8953,726,2,2,2,0.0,"Sector 36A Gurgaon, Gurgaon, Haryana",7.0,New,0,0.0,89
222,222,0,66,emaar mgf marbella,19.0,31667,6000,5,6,3,"pooja room,servant room,store room","Belinda 14, Sector 66 Gurgaon, Gurgaon, Haryana",3.0,New,2,3.0,110
223,223,1,56,sukhshanti apartment,1.7,7727,2200,3,3,3,1.0,"402, Sector 56 Gurgaon, Gurgaon, Haryana",4.0,Relatively Old,0,1.0,49
224,224,1,79,mapsko mount ville,1.25,7716,1620,3,3,2,2.0,"Sector 79 Gurgaon, Gurgaon, Haryana",1.0,New,2,2.0,166
225,225,1,81,dlf the ultima,2.2,11190,1966,3,4,3,1.0,"Best Deal, Sector 81 Gurgaon, Gurgaon, Haryana",7.0,New,1,1.0,104
226,226,1,29,essel tower,1.85,11859,1560,3,2,3,2.0,"M G Road, IFFCO Chowk, Gurgaon, Haryana",1.0,Relatively Old,0,2.0,102
227,227,1,85,godrej air,1.05,10603,990,2,2,1,0.0,"Sector 85 Gurgaon, Gurgaon, Haryana",15.0,Under Construction,0,0.0,45
228,228,1,37C,corona optus,1.44,7250,1986,3,3,3,1.0,"Sector 37C Gurgaon, Gurgaon, Haryana",8.0,Relatively New,0,1.0,37
229,229,1,88A,godrej oasis,1.3,7258,1791,3,3,3,0.0,"Sector 88A Gurgaon, Gurgaon, Haryana",4.0,New,0,0.0,79
230,230,0,9,indepedent,0.6,10753,558,3,3,1,0,"Gali No.3, Devilal Colony, Gurgaon, Haryana",3.0,New,0,0.0,0
231,231,0,45,indepedent,17.0,37778,4500,5,8,3,"pooja room,study room,servant room,store room","0000, Greenwood City, Gurgaon, Haryana",3.0,New,1,4.0,152
232,232,1,89,m3m soulitude,1.25,8784,1423,3,3,2,1.0,"Sector 89 Gurgaon, Gurgaon, Haryana",3.0,Relatively New,0,1.0,49
233,233,0,109,international city by sobha phase 2,11.25,25000,4500,7,5,3,"pooja room,study room,servant room","57373, Sector 109 Gurgaon, Gurgaon, Haryana",3.0,New,0,3.0,42
234,234,0,43,indepedent,8.5,31481,2700,5,5,3,servant room,"B Block, Sushant Lok Phase 1, Gurgaon, Haryana",3.0,Relatively Old,2,1.0,113
236,236,1,7,rwa,0.48,6000,800,3,2,1,0.0,"Sector 7 Gurgaon, Gurgaon, Haryana",1.0,Relatively New,0,0.0,21
237,237,1,69,tulip violet,1.55,9639,1608,3,3,2,1.0,"Lower Floor, Sector 69 Gurgaon, Gurgaon, Haryana",2.0,New,2,1.0,86
238,238,1,83,emaar palm gardens,1.3,11868,1095,3,3,3,1.0,"T012, Sector 83 Gurgaon, Gurgaon, Haryana",16.0,New,2,1.0,174
239,239,0,48,eldeco mansionz,5.0,21367,2340,7,7,3,0,"36b B1 Spaze I Tech Park Shona Road, Sector 48 Gurgaon, Gurgaon, Haryana",3.0,Relatively Old,2,0.0,40
240,240,1,88A,godrej oasis,1.19,10162,1171,2,2,3,2.0,"Main Dwarka Expressway Highway, Sector 88A Gurgaon, Gurgaon, Haryana",15.0,New,2,2.0,174
241,241,1,60,ireo skyon,2.5,16129,1550,2,3,2,1.0,"Sector 60 Gurgaon, Gurgaon, Haryana",4.0,New,0,1.0,100
242,242,0,86,dlf new town heights ,2.47,7718,3200,4,4,3,"pooja room,servant room","Sector 86 Gurgaon, Gurgaon, Haryana",3.0,Relatively Old,2,2.0,130
243,243,1,105,uphaar homes,0.45,4736,950,3,2,1,0.0,"Sector 105 Gurgaon, Gurgaon, Haryana",1.0,New,2,0.0,44
244,244,1,60,ireo skyon,2.65,13125,2019,3,4,3,1.0,"Block D, Sector 60 Gurgaon, Gurgaon, Haryana",7.0,Relatively Old,2,1.0,152
245,245,1,31,cghs hewo apartments,1.25,11574,1080,2,2,2,0.0,"Sector 31 Gurgaon, Gurgaon, Haryana",2.0,Old,0,0.0,28
246,246,1,68,m3m sierra 68,1.05,8536,1230,2,2,2,0.0,"Sector 68 Gurgaon, Gurgaon, Haryana",11.0,Relatively New,2,0.0,127
247,247,1,85,ss the leaf,1.98,8256,2398,3,4,3,1.0,"Nnbbbbbbbbbb, Sector 85 Gurgaon, Gurgaon, Haryana",12.0,New,0,1.0,174
248,248,0,43,sushant lok 1 builder floors,6.25,30728,2034,7,7,3,"store room,study room,servant room","Sushant Lok 1, Sushant Lok Phase 1, Gurgaon, Haryana",3.0,Relatively Old,0,3.0,46
249,249,1,89,smart world gems,1.25,8784,1423,3,3,3,1.0,"Sector 89 Gurgaon, Gurgaon, Haryana",2.0,Under Construction,0,1.0,12
250,250,1,104,zara aavaas,0.26,7807,333,1,1,2,0.0,"Ground Floor, Sector 104 Gurgaon, Gurgaon, Haryana",7.0,New,0,0.0,91
251,251,0,14,indepedent,6.4,20317,3150,6,6,3,others,"Sector 14, Sector 14 Gurgaon, Gurgaon, Haryana",3.0,Old,0,1.0,35
252,252,0,38,indepedent,3.9,21242,1836,6,6,3,"pooja room,study room,servant room","Sector 38 Gurgaon, Gurgaon, Haryana",3.0,Relatively Old,0,3.0,32
253,253,1,79,godrej ,1.34,8524,1572,2,2,3,1.0,"Aa1, Sector 79 Gurgaon, Gurgaon, Haryana",2.0,New,0,1.0,158
254,254,1,63A,czar mahira homes 63a,0.42,7407,567,3,2,2,0.0,"Sector 63a, Sector 63A Gurgaon, Gurgaon, Haryana",7.0,Under Construction,0,0.0,0
255,255,1,86,ansal heights 86,0.78,5735,1360,2,2,1,0.0,"Tower I Possession Offered, Sector 86 Gurgaon, Gurgaon, Haryana",8.0,Relatively New,0,0.0,67
256,256,1,92,sare green parc 2,1.07,5246,2040,4,3,3,2.0,"Green Parc-2 Cresent Patiolies Flat P-04-1001 4bhk-10th Floo, Sector 92, Pataudi Road, Gurgaon, Sector 92 Gurgaon, Gurgaon, Haryana",10.0,Under Construction,0,2.0,86
257,257,1,111,lotus homz,0.5,14838,337,1,1,1,0.0,"Sector 111 Gurgaon, Gurgaon, Haryana",2.0,New,1,0.0,72
258,258,1,83,emaar palm gardens,1.8,9473,1900,3,3,3,0.0,"Sector 83 Gurgaon, Gurgaon, Haryana",9.0,New,0,0.0,55
259,259,1,69,tulip violet,1.92,15360,1250,4,4,2,0.0,"G01, Sector 69 Gurgaon, Gurgaon, Haryana",7.0,New,0,0.0,174
260,260,1,92,sare homes,0.58,4098,1415,3,3,3,0.0,"E020304, Sector 92 Gurgaon, Gurgaon, Haryana",3.0,Relatively New,0,0.0,54
261,261,1,104,ats triumph,2.78,8825,3150,4,4,3,1.0,"N/a, Sector 104 Gurgaon, Gurgaon, Haryana",11.0,New,0,1.0,110
262,262,1,35,signature global park,0.75,6938,1081,2,2,0,0.0,"Sohna Sector 36, Sohna, Gurgaon, Haryana",1.0,New,0,0.0,58
263,263,1,92,sare green parc,0.75,4820,1556,3,2,2,0.0,"Sector 92, Sector 92 Gurgaon, Gurgaon, Haryana",16.0,New,0,0.0,0
264,264,1,81,signature global synera,0.45,7525,598,2,2,2,1.0,"011, Sector 81 Gurgaon, Gurgaon, Haryana",6.0,New,2,1.0,39
265,265,1,92,raheja navodaya,0.85,5407,1572,3,3,0,0.0,"No-31008, Sector 92 Gurgaon, Gurgaon, Haryana",7.0,New,0,0.0,88
266,266,1,81,vipul lavanya,0.64,5261,1216,2,2,3,0.0,"Sector 81 Gurgaon, Gurgaon, Haryana",12.0,New,2,0.0,93
267,267,1,43,ansal maple crescent,1.35,10037,1345,3,3,3,1.0,"Sushant Lok Phase 1, Gurgaon, Haryana",2.0,Old,2,1.0,93
268,268,0,3,indepedent,1.0,6667,1500,1,1,0,0,"Ashok Vihar Phase 3 Extension Block H, Ashok Vihar Phase 3 Extension, Gurgaon, Haryana",3.0,Relatively Old,0,0.0,0
269,269,0,9,indepedent,1.65,18333,900,2,3,0,0,"Sector 9, Sector 9 Gurgaon, Gurgaon, Haryana",3.0,Old,0,0.0,0
270,270,1,84,ss the coralwood,1.1,4857,2265,3,3,2,0.0,"Sector 84 Gurgaon, Gurgaon, Haryana",9.0,New,0,0.0,75
271,271,1,53,parsvnath exotica,5.0,17271,2895,3,4,3,3.0,"Sector 53 Gurgaon, Gurgaon, Haryana",8.0,New,2,3.0,49
272,272,1,81,signature global synera,0.4,6319,633,2,2,1,0.0,"125, Sector 81 Gurgaon, Gurgaon, Haryana",12.0,New,0,0.0,23
274,274,1,102,shapoorji pallonji joyville gurugram,2.12,16960,1250,3,3,3,0.0,"Sector 102 Gurgaon, Gurgaon, Haryana",9.0,New,0,0.0,72
275,275,1,28,essel tower,2.2,12500,1760,3,4,3,1.0,"Chakkarpur, Gurgaon, Haryana",3.0,Relatively Old,1,1.0,0
276,276,0,72,spaze privy,3.09,6981,4426,5,5,3,servant room,"Flat No-141, Tower- H, Spaze Privy Sector -72,gurgaon, Sector 72 Gurgaon, Gurgaon, Haryana",3.0,New,2,1.0,33
277,277,0,11,shivaji nagar residential,3.08,11407,2700,6,4,2,0,"4145., Shivaji Nagar, Gurgaon, Haryana",3.0,New,0,0.0,0
278,278,1,110,my home,0.22,4400,500,2,2,1,0.0,"New Palam Vihar, Gurgaon, Haryana",1.0,Relatively New,2,0.0,0
279,279,1,69,tulip violet,1.36,8618,1578,3,3,2,1.0,"Sector 69 Gurgaon, Gurgaon, Haryana",12.0,New,2,1.0,49
280,280,0,12,indepedent,1.35,12222,1105,5,5,1,0,"Mianwali Colony, Mianwali Colony, Gurgaon, Haryana",3.0,Old,0,0.0,31
281,281,1,33,central park flower valley aqua front towers,1.7,9502,1789,3,3,3,0.0,"Sector-33 Sohna, Gurgaon, Haryana",12.0,Under Construction,0,0.0,24
282,282,1,35,hcbs sports ville,0.3,4011,748,2,2,2,0.0,"Sohna, Sohna, Gurgaon, Haryana",3.0,New,0,0.0,0
283,283,1,41,unitech the palms,2.75,16768,1640,3,3,2,0.0,"1401 Tower 4, South City 1, Gurgaon, Haryana",14.0,Old,1,0.0,79
284,284,0,6,indepedent,0.66,10784,612,3,2,1,0,"Bhim Nagar, Gurgaon, Haryana",3.0,Old,0,0.0,36
285,285,1,86,pyramid urban homes 2,0.42,8483,495,2,2,1,4.0,"134, Sector 86 Gurgaon, Gurgaon, Haryana",2.0,Relatively New,0,4.0,84
286,286,1,99A,conscient habitat,0.35,6422,545,2,2,1,0.0,"Sector 99A Gurgaon, Gurgaon, Haryana",3.0,New,0,0.0,62
287,287,0,49,ss aaron ville,6.75,15000,4500,5,4,2,others,"Uppals Southend, Gurgaon, Haryana",3.0,Relatively New,0,1.0,49
288,288,0,26,indepedent,20.0,44444,4500,5,7,3,"servant room,pooja room","DLF Phase 1, Gurgaon, Haryana",3.0,New,1,2.0,97
289,289,0,57,sector 57 huda,3.8,26063,1458,8,8,3,"store room,pooja room","162 Sq. Yd. Kothi, Lift, Stilt Demand 3.80 Cr, Sector 57 Gurgaon, Gurgaon, Haryana",3.0,New,2,2.0,94
290,290,1,92,sare crescent parc,0.49,4909,998,2,2,2,0.0,"Sector 92 Gurgaon, Gurgaon, Haryana",2.0,New,0,0.0,96
291,291,1,35,gls arawali homes,0.35,7000,500,2,2,2,0.0,"502, Sohna, Gurgaon, Haryana",5.0,New,0,0.0,30
292,292,1,35,ashiana anmol,0.88,11125,791,2,2,2,0.0,"Sohna, Gurgaon, Haryana",13.0,New,1,0.0,127
293,293,0,4,indepedent,3.2,14222,2250,3,3,2,0,"Sector 4 Gurgaon, Gurgaon, Haryana",3.0,Old,0,0.0,13
294,294,0,51,indepedent,5.5,1087,50598,8,8,2,pooja room,"12356, Mayfield Garden, Gurgaon, Haryana",3.0,New,2,1.0,49
295,295,1,85,orris aster court,0.69,5221,1322,2,2,2,0.0,"Sector 85 Gurgaon, Gurgaon, Haryana",5.0,New,0,0.0,37
296,296,0,48,vipul tatvam villa,7.25,27971,2592,3,4,2,"servant room,study room,store room,pooja room","A111, Sector 48 Gurgaon, Gurgaon, Haryana",3.0,Relatively Old,2,4.0,115
297,297,1,15,cghs rail vihar,1.4,10769,1300,4,3,3,0.0,"Sector 15 Gurgaon, Gurgaon, Haryana",3.0,Old,2,0.0,81
298,298,1,102,rof aalayas,0.45,8404,535,2,2,1,0.0,"Sector 102 Gurgaon, Gurgaon, Haryana",14.0,New,1,0.0,57
299,299,1,35,breez global heights,0.39,4105,950,2,2,2,0.0,"Sohna, Gurgaon, Haryana",3.0,New,0,0.0,0
300,300,1,104,puri emerald bay,2.55,10408,2450,4,4,3,1.0,"Sector 104 Gurgaon, Gurgaon, Haryana",5.0,New,0,1.0,49
301,301,1,84,ss the coralwood,1.01,5771,1750,3,3,2,0.0,"Sector 84 Gurgaon, Gurgaon, Haryana",18.0,New,0,0.0,40
302,302,1,23A,radhakrishna society,0.55,5000,1100,2,2,1,0.0,"4719 B/104, Sector 23A Gurgaon, Gurgaon, Haryana",1.0,Relatively Old,2,0.0,29
303,303,1,86,dlf new town heights ,1.3,6735,1930,3,3,3,2.0,"Sector 86 Gurgaon, Gurgaon, Haryana",12.0,Relatively Old,0,2.0,106
304,304,1,49,vatika city,1.98,9074,2182,3,4,3,1.0,"000, Sector 49 Gurgaon, Gurgaon, Haryana",9.0,Relatively Old,2,1.0,101
305,305,0,26,dlf city plots,17.3,38737,4466,6,7,3,"pooja room,store room,study room,servant room","Brand New Deal, DLF Phase 1, Gurgaon, Haryana",3.0,Relatively New,2,4.0,124
306,306,0,14,indepedent,4.5,20000,2250,5,5,1,0,"Sector 14, Sector 14 Gurgaon, Gurgaon, Haryana",3.0,New,0,0.0,0
307,307,1,36A,avl 36 gurgaon,0.36,8990,400,1,1,1,0.0,"Sector 36A Gurgaon, Gurgaon, Haryana",7.0,New,0,0.0,95
308,308,1,65,emaar mgf emerald floors premier,2.65,16060,1650,3,3,3,2.0,"Sector 65 Gurgaon, Gurgaon, Haryana",5.0,New,0,2.0,37
309,309,1,95,sidhartha ncr greens,0.96,6201,1548,3,3,3,2.0,"Sector 95 Gurgaon, Gurgaon, Haryana",8.0,Relatively New,0,2.0,8
310,310,1,81,signature global synera,0.5,6802,735,2,2,3,0.0,"Ddd, Sector 81 Gurgaon, Gurgaon, Haryana",6.0,New,0,0.0,117
311,311,1,33,godrej nature plus,1.2,12000,1000,2,2,3,0.0,"J-301, Sector-33 Sohna, Gurgaon, Haryana",3.0,Under Construction,0,0.0,105
312,312,1,92,sare petioles,1.3,6373,2040,4,4,0,0.0,"Sector 92, Sector 92 Gurgaon, Gurgaon, Haryana",7.0,New,0,0.0,0
313,313,1,50,eros wembley estate,1.4,10174,1376,3,3,2,1.0,"Tower F, Sector 50 Gurgaon, Gurgaon, Haryana",9.0,New,2,1.0,117
314,314,1,95,rof anot availableda,0.25,6578,380,1,1,1,0.0,"Sector 95 Gurgaon, Gurgaon, Haryana",4.0,Relatively New,0,0.0,0
316,316,1,69,tulip violet,1.9,9452,2010,4,4,2,0.0,"Sector 69 Gurgaon, Gurgaon, Haryana",7.0,New,0,0.0,49
317,317,0,6,indepedent,0.5,13889,360,5,3,3,0,"539, Bhim Nagar, Gurgaon, Haryana",3.0,Old,0,0.0,0
319,319,1,79,supertech araville,0.78,6024,1295,2,2,3,1.0,"Sector 79 Gurgaon, Gurgaon, Haryana",7.0,Relatively New,0,1.0,74
320,320,1,92,sare crescent parc royal greens phase 1,1.25,5832,2143,4,4,3,1.0,"Sector 92 Gurgaon, Sector 92 Gurgaon, Gurgaon, Haryana",20.0,New,0,1.0,60
321,321,1,43,the ivy,6.0,15765,3806,4,5,3,0.0,"Sushant Lok, Sushant Lok, Gurgaon, Haryana",2.0,Old,0,0.0,0
322,322,1,99A,pareena coban residences,1.3,6510,1997,3,3,0,0.0,"Sector 99a, Delhi Gurgaon Expressway, Sector 99A Gurgaon, Gurgaon, Haryana",16.0,New,0,0.0,0
323,323,1,85,ss the leaf,1.2,9677,1240,2,2,3,1.0,"Tower 1, Sector 85 Gurgaon, Gurgaon, Haryana",9.0,New,0,1.0,148
324,324,1,39,kw royal court,2.0,6250,3200,5,4,3,1.0,"Sector 39 Gurgaon, Gurgaon, Haryana",9.0,Old,1,1.0,49
325,325,1,48,bestech park view city,1.78,10022,1776,3,4,2,2.0,"Sector 48 Gurgaon, Gurgaon, Haryana",5.0,New,0,2.0,53
326,326,1,60,ireo skyon,2.05,15185,1350,2,3,2,1.0,"116, Sector 60 Gurgaon, Gurgaon, Haryana",2.0,New,2,1.0,174
327,327,1,70A,bptp astaire gardens,1.8,9350,1925,3,3,3,1.0,"B111, Sector 70A Gurgaon, Gurgaon, Haryana",3.0,New,0,1.0,135
328,328,1,26,suncity platinum towers,6.0,22346,2685,3,3,2,1.0,"MG Road, Gurgaon, Haryana",8.0,Relatively Old,0,1.0,31
329,329,1,104,ats triumph,2.6,8253,3150,4,4,3,1.0,"Sector 104 Gurgaon, Gurgaon, Haryana",12.0,New,0,1.0,118
330,330,1,37C,corona optus,1.44,7236,1990,3,3,3,3.0,"Sector 37C Gurgaon, Gurgaon, Haryana",2.0,New,0,3.0,49
331,331,1,3,om appartments,0.4,4444,900,3,2,1,0.0,"2690/30, Ashok Vihar Phase 2, Gurgaon, Haryana",3.0,New,0,0.0,7
332,332,0,67,ansal api esencia,1.85,8222,2250,3,3,3,0,"Sector 67, Sector 67 Gurgaon, Gurgaon, Haryana",3.0,Relatively Old,0,0.0,49
333,333,1,69,unitech sunbreeze,0.75,6849,1095,2,2,2,0.0,"Sector 69 Gurgaon, Gurgaon, Haryana",4.0,Under Construction,0,0.0,0
334,334,0,12,indepedent,1.1,6172,1782,8,8,0,0,"Manesar, Gurgaon, Haryana",3.0,Relatively New,0,0.0,0
335,335,1,104,ats triumph,2.65,8412,3150,4,4,3,1.0,"Sector 104 Gurgaon, Gurgaon, Haryana",14.0,New,0,1.0,21
336,336,1,77,emaar palm heights,1.79,8839,2025,3,3,3,1.0,"101, Sector 77 Gurgaon, Gurgaon, Haryana",1.0,Relatively New,2,1.0,49
337,337,1,35,trisara our homes 3,0.21,4339,484,1,1,0,0.0,"Sohna Sector 6, Sohna, Gurgaon, Haryana",2.0,New,0,0.0,0
338,338,1,108,sobha city,2.5,14611,1711,3,3,2,0.0,"223, Sector 108 Gurgaon, Gurgaon, Haryana",19.0,Relatively New,0,0.0,166
339,339,1,90,dlf regal gardens,1.25,10416,1200,3,3,3,1.0,"136, Sector 90 Gurgaon, Gurgaon, Haryana",18.0,Relatively Old,0,1.0,100
340,340,1,82,vatika the seven lamps,1.6,6597,2425,4,5,3,1.0,"Sector 82 Gurgaon, Gurgaon, Haryana",8.0,New,0,1.0,133
341,341,0,12,indepedent,1.2,14184,846,4,4,2,pooja room,"Jacobpura, Sector 12, Gurgaon, Jacobpura, Gurgaon, Haryana",3.0,New,2,1.0,7
342,342,1,88A,godrej oasis,0.95,7268,1307,2,2,2,0.0,"Sector 88A Gurgaon, Gurgaon, Haryana",6.0,New,0,0.0,79
343,343,1,33,godrej,0.95,6859,1385,2,2,3,0.0,"Flat No. :- 301, Sector 33 Gurgaon, Gurgaon, Haryana",3.0,Under Construction,0,0.0,0
344,344,1,35,ashiana anmol,0.9,9463,951,2,2,2,0.0,"Sohna, Gurgaon, Haryana",13.0,New,1,0.0,120
345,345,1,92,sare crescent parc,0.51,4080,1250,3,2,2,0.0,"Sare, Sector 92 Gurgaon, Gurgaon, Haryana",2.0,New,0,0.0,72
347,347,1,83,vatika gurgaon ,0.83,6666,1245,2,2,2,1.0,"Tower F1, Sector 83 Gurgaon, Gurgaon, Haryana",12.0,New,0,1.0,165
348,348,1,33,godrej nature plus,1.15,11558,995,2,2,2,0.0,"Tower G 15th Floor, Sector-33 Sohna, Gurgaon, Haryana",15.0,Under Construction,0,0.0,38
349,349,1,35,breez global hill view,0.32,5776,554,2,2,2,0.0,"1905, Sohna, Gurgaon, Haryana",19.0,New,2,0.0,21
350,350,0,112,experion windchants,7.99,12519,6382,4,6,3,"servant room,store room,pooja room","Wp1- Wp-8, Sector 112 Gurgaon, Gurgaon, Haryana",3.0,Relatively New,2,3.0,129
351,351,1,107,signature global solera,0.6,8000,750,3,2,2,0.0,"Sector 107, Sector 107 Gurgaon, Gurgaon, Haryana",8.0,New,0,0.0,55
352,352,1,36A,avl 36 gurgaon,0.4,10204,392,1,1,1,0.0,"Sector 36A Gurgaon, Gurgaon, Haryana",4.0,New,0,0.0,35
353,353,1,70,shree vardhman victoria,1.1,8461,1300,2,2,2,0.0,"Sector 70 Gurgaon, Gurgaon, Haryana",8.0,New,0,0.0,101
